transaction_id,upi_id,customer_id,timestamp,amount,transaction_type,merchant_id,counterparty_upi,status,device_id,device_type,channel,fraud_flag,reversal_flag,failure_reason,Customer_Check
txn10000029,michael8794@upi,cust106987,10:37.7,26.84,merchant_payment,merch1419,user3454@upi,success,dev106987,tablet,intent,0,0,,cust106987
txn10000030,carmen7901@upi,cust104066,47:53.9,31.04,send,,user3762@upi,success,dev104066,tablet,intent,0,0,,cust104066
txn10000031,daniel6848@upi,cust101638,46:38.7,35.75,receive,,user1069@upi,success,dev101638,tablet,intent,0,0,,cust101638
txn10000032,jeffrey8859@upi,cust102374,16:45.6,8.43,receive,,user9754@upi,success,dev201610,feature_phone,intent,0,0,,cust102374
txn10000033,christopher9985@upi,cust104731,52:19.8,45.41,receive,,user4605@upi,success,dev104731,feature_phone,intent,0,0,,cust104731
txn10000034,katherine1441@upi,cust105661,14:14.7,16.28,receive,,user7160@upi,success,dev105661,ios,qr_code,0,0,,cust105661
txn10000035,melanie2636@upi,cust102313,30:32.1,20.1,merchant_payment,merch1172,user5407@upi,success,dev102313,android,qr_code,0,0,,cust102313
txn10000036,oscar8502@upi,cust104400,15:56.7,41.77,send,,user3089@upi,success,dev104400,android,intent,0,0,,cust104400
txn10000037,tina5645@upi,cust109117,36:21.9,157.07,merchant_payment,merch1102,user6241@upi,success,dev109117,ios,app,0,0,,cust109117
txn10000038,alfred6017@upi,cust101419,30:49.8,37.54,merchant_payment,merch1160,user6938@upi,success,dev101419,android,app,0,0,,cust101419
txn10000039,amy5786@upi,cust105838,48:05.6,32.24,merchant_payment,merch1074,user3441@upi,success,dev105838,feature_phone,intent,0,0,,cust105838
txn10000040,connor9511@upi,cust102412,40:21.0,34.02,receive,,user6200@upi,success,dev102412,ios,qr_code,0,0,,cust102412
txn10000041,seth3997@upi,cust102605,26:23.3,46.37,send,,user8078@upi,success,dev102605,ios,qr_code,0,0,,cust102605
txn10000042,jessica5895@upi,cust104353,06:39.9,23.59,merchant_payment,merch1277,user4079@upi,success,dev104353,ios,qr_code,0,0,,cust104353
txn10000043,donald1401@upi,cust104130,33:03.7,186.89,receive,,user9086@upi,failed,dev104130,tablet,app,0,1,network_error,cust104130
txn10000044,samuel8369@upi,cust103382,56:58.4,39.08,send,,user7610@upi,success,dev103382,ios,intent,0,0,,cust103382
txn10000045,erica3896@upi,cust103676,51:22.9,25.9,merchant_payment,merch1330,user7936@upi,success,dev103676,feature_phone,intent,0,0,,cust103676
txn10000046,judy4284@upi,cust103414,00:39.1,28.63,receive,,user5603@upi,success,dev103414,android,app,0,0,,cust103414
txn10000047,taylor1757@upi,cust102624,00:49.0,10.19,merchant_payment,merch1430,user3594@upi,success,dev102624,ios,app,0,0,,cust102624
txn10000048,douglas1532@upi,cust107817,22:48.0,20.17,receive,,user4572@upi,success,dev107817,tablet,intent,0,0,,cust107817
txn10000049,daniel9315@upi,cust105350,34:36.9,49.69,receive,,user6818@upi,success,dev105350,android,intent,0,0,,cust105350
txn10000050,morgan8488@upi,cust109700,46:30.3,16.43,send,,user6549@upi,success,dev109700,ios,app,0,0,,cust109700
txn10000051,mrs.7319@upi,cust109893,20:25.2,23.42,send,,user4759@upi,success,dev200666,tablet,qr_code,0,0,,cust109893
txn10000052,david3060@upi,cust107312,31:25.2,20.27,merchant_payment,merch1382,user1475@upi,success,dev107312,ios,intent,1,0,,cust107312
txn10000053,francisco5579@upi,cust104904,32:25.7,27.35,send,,user2239@upi,success,dev104904,feature_phone,qr_code,0,0,,cust104904
txn10000054,sandra9329@upi,cust108910,12:39.8,82.82,send,,user2606@upi,success,dev108910,feature_phone,intent,0,0,,cust108910
txn10000055,nicole9384@upi,cust101767,35:59.3,30.15,send,,user3160@upi,success,dev101767,ios,intent,0,0,,cust101767
txn10000056,michael3482@upi,cust105719,26:59.4,37.02,send,,user3292@upi,success,dev105719,tablet,app,0,0,,cust105719
txn10000057,jill7139@upi,cust100784,57:37.9,26.17,receive,,user7433@upi,success,dev100784,tablet,intent,0,0,,cust100784
txn10000058,kyle1974@upi,cust106758,32:43.0,35.8,merchant_payment,merch1331,user4306@upi,success,dev106758,ios,intent,0,0,,cust106758
txn10000059,calvin8069@upi,cust108687,02:57.8,57.88,receive,,user3574@upi,failed,dev108687,feature_phone,app,0,0,incorrect_pin,cust108687
txn10000060,laura8944@upi,cust107141,09:56.8,147.81,receive,,user2722@upi,success,dev107141,tablet,qr_code,0,0,,cust107141
txn10000061,rachael8295@upi,cust100015,00:06.3,31.14,send,,user4741@upi,success,dev100015,feature_phone,app,0,0,,cust100015
txn10000062,lorraine7897@upi,cust101352,04:56.7,18.19,send,,user5205@upi,success,dev101352,feature_phone,intent,0,0,,cust101352
txn10000063,kevin7936@upi,cust105094,14:27.5,26.96,receive,,user3529@upi,success,dev105094,ios,qr_code,0,0,,cust105094
txn10000064,melissa5149@upi,cust102403,30:12.1,17.25,merchant_payment,merch1001,user1406@upi,success,dev102403,ios,qr_code,0,0,,cust102403
txn10000065,tina5872@upi,cust103395,24:11.0,14.32,send,,user8301@upi,success,dev103395,ios,qr_code,0,0,,cust103395
txn10000066,jennifer9184@upi,cust101348,32:14.7,50.58,merchant_payment,merch1381,user5233@upi,success,dev101348,feature_phone,app,0,0,,cust101348
txn10000067,jimmy7594@upi,cust101930,32:33.2,43.62,send,,user6914@upi,success,dev101930,android,intent,1,0,,cust101930
txn10000068,rebecca8982@upi,cust103640,16:50.9,26.34,send,,user6498@upi,success,dev103640,ios,intent,0,0,,cust103640
txn10000069,sharon4557@upi,cust107118,20:44.4,11.32,send,,user2587@upi,success,dev107118,android,intent,0,0,,cust107118
txn10000070,gregory8334@upi,cust103989,24:30.4,60.87,merchant_payment,merch1063,user9990@upi,success,dev103989,tablet,qr_code,0,0,,cust103989
txn10000071,ryan8732@upi,cust100000,29:20.8,79.72,send,,user4999@upi,pending,dev100000,android,intent,0,0,,cust100000
txn10000072,nicholas9747@upi,cust107410,33:51.6,17.06,send,,user4924@upi,success,dev107410,tablet,intent,0,0,,cust107410
txn10000073,victoria3653@upi,cust103740,34:03.0,17.81,receive,,user4985@upi,success,dev103740,tablet,qr_code,0,0,,cust103740
txn10000074,anthony4096@upi,cust104872,46:51.1,90.79,send,,user6645@upi,success,dev104872,tablet,intent,0,0,,cust104872
txn10000075,alexa3299@upi,cust102154,36:25.4,29.53,merchant_payment,merch1147,user3257@upi,success,dev102154,android,app,0,0,,cust102154
txn10000076,katie9194@upi,cust102333,53:36.9,54.07,receive,,user5404@upi,success,dev102333,feature_phone,qr_code,0,0,,cust102333
txn10000077,timothy9595@upi,cust107957,25:52.8,20.77,merchant_payment,merch1425,user3058@upi,success,dev107957,android,app,0,0,,cust107957
txn10000078,anna6395@upi,cust103528,56:36.5,46.4,receive,,user2698@upi,success,dev103528,tablet,qr_code,0,0,,cust103528
txn10000079,samantha9308@upi,cust109270,12:26.3,13.5,receive,,user9272@upi,pending,dev201330,tablet,qr_code,0,0,,cust109270
txn10000080,thomas5496@upi,cust106043,50:30.5,11.54,send,,user7165@upi,failed,dev106043,ios,intent,0,0,incorrect_pin,cust106043
txn10000081,amy7921@upi,cust109231,54:03.5,4.46,send,,user3308@upi,success,dev109231,android,qr_code,0,0,,cust109231
txn10000082,tracy5860@upi,cust105691,47:59.2,12.76,merchant_payment,merch1115,user3114@upi,success,dev105691,tablet,qr_code,0,0,,cust105691
txn10000083,billy5009@upi,cust103821,04:35.1,42.35,merchant_payment,merch1458,user6191@upi,success,dev103821,ios,qr_code,0,0,,cust103821
txn10000084,lisa9784@upi,cust100556,01:20.6,63.4,bill_pay,merch1005,user9436@upi,success,dev100556,ios,qr_code,0,0,,cust100556
txn10000085,steven8531@upi,cust103716,12:34.6,43.16,merchant_payment,merch1153,user7781@upi,success,dev103716,android,intent,0,0,,cust103716
txn10000086,kimberly9892@upi,cust101804,29:15.4,47.22,send,,user6603@upi,success,dev101804,ios,intent,0,0,,cust101804
txn10000087,cynthia1566@upi,cust101161,20:05.5,97.57,bill_pay,merch1045,user2347@upi,success,dev101161,ios,intent,0,0,,cust101161
txn10000088,rachel4851@upi,cust101224,14:46.0,28.86,send,,user8661@upi,success,dev101224,ios,qr_code,0,0,,cust101224
txn10000089,joseph7526@upi,cust103672,39:56.9,20.31,bill_pay,merch1476,user2479@upi,success,dev103672,tablet,intent,0,0,,cust103672
txn10000090,christina7740@upi,cust102165,09:07.2,22.87,merchant_payment,merch1163,user7121@upi,success,dev102165,ios,app,0,0,,cust102165
txn10000091,jason3516@upi,cust101537,40:14.7,57.74,receive,,user7769@upi,success,dev101537,ios,qr_code,0,0,,cust101537
txn10000092,cheryl5686@upi,cust104377,39:11.8,14.25,merchant_payment,merch1049,user8850@upi,success,dev104377,ios,qr_code,0,0,,cust104377
txn10000093,rebecca6541@upi,cust108467,46:29.0,38.01,merchant_payment,merch1406,user6222@upi,failed,dev108467,tablet,app,0,1,account_blocked,cust108467
txn10000094,daniel9259@upi,cust106514,49:03.8,236.38,receive,,user4306@upi,success,dev106514,android,qr_code,0,0,,cust106514
txn10000095,andrea9880@upi,cust107560,43:35.7,10.24,merchant_payment,merch1462,user2981@upi,success,dev107560,ios,intent,0,0,,cust107560
txn10000096,crystal7368@upi,cust104143,45:39.3,75.45,send,,user5349@upi,success,dev104143,ios,app,0,0,,cust104143
txn10000097,james1289@upi,cust104821,03:22.2,20.84,receive,,user7439@upi,success,dev104821,android,app,0,0,,cust104821
txn10000098,robert5178@upi,cust108058,11:15.8,103.22,receive,,user3351@upi,success,dev108058,tablet,intent,0,0,,cust108058
txn10000099,terry7552@upi,cust102845,27:22.3,60.39,send,,user4278@upi,success,dev102845,tablet,qr_code,0,0,,cust102845
txn10000100,robert1558@upi,cust107206,46:34.9,46.23,receive,,user9728@upi,success,dev107206,android,app,0,0,,cust107206
txn10000101,miss1068@upi,cust106889,16:42.7,77.5,receive,,user6155@upi,success,dev106889,android,app,0,0,,cust106889
txn10000102,andrea8160@upi,cust101382,31:04.3,34.61,merchant_payment,merch1158,user9036@upi,success,dev101382,ios,intent,0,0,,cust101382
txn10000103,ian7731@upi,cust102587,57:00.8,9.33,merchant_payment,merch1470,user1604@upi,success,dev102587,tablet,intent,0,0,,cust102587
txn10000104,anthony3998@upi,cust105572,15:03.4,43.25,send,,user9549@upi,success,dev105572,feature_phone,app,0,0,,cust105572
txn10000105,adam5298@upi,cust108540,06:41.1,36.35,receive,,user8346@upi,success,dev108540,android,app,0,0,,cust108540
txn10000106,toni3593@upi,cust109799,16:08.5,25.1,receive,,user3423@upi,failed,dev109799,ios,qr_code,0,0,incorrect_pin,cust109799
txn10000107,timothy1126@upi,cust106077,09:05.0,84.41,send,,user2294@upi,success,dev106077,android,app,0,0,,cust106077
txn10000108,anthony8493@upi,cust107917,13:12.0,91.49,bill_pay,merch1052,user2771@upi,success,dev107917,android,qr_code,0,0,,cust107917
txn10000109,shari6771@upi,cust109916,15:04.3,15.22,receive,,user8155@upi,success,dev109916,tablet,intent,0,0,,cust109916
txn10000110,victoria6397@upi,cust101596,39:54.0,41.98,bill_pay,merch1001,user8504@upi,success,dev101596,tablet,app,0,0,,cust101596
txn10000111,anna1921@upi,cust104806,36:03.3,41.78,send,,user7396@upi,success,dev104806,feature_phone,qr_code,0,0,,cust104806
txn10000112,julie7874@upi,cust106131,20:29.6,55.44,merchant_payment,merch1405,user7681@upi,success,dev106131,tablet,app,0,0,,cust106131
txn10000113,mr.2013@upi,cust107734,51:35.4,40.1,bill_pay,merch1382,user9524@upi,success,dev107734,tablet,qr_code,0,0,,cust107734
txn10000114,frank1556@upi,cust107250,49:19.5,34.91,merchant_payment,merch1267,user3949@upi,success,dev107250,feature_phone,app,0,0,,cust107250
txn10000115,elizabeth4496@upi,cust109566,06:01.1,55.4,send,,user5244@upi,success,dev109566,android,intent,0,0,,cust109566
txn10000116,kelsey9422@upi,cust107570,36:49.7,24.29,receive,,user1718@upi,success,dev107570,feature_phone,intent,0,0,,cust107570
txn10000117,mary2974@upi,cust109778,34:16.7,26.29,merchant_payment,merch1298,user2959@upi,success,dev109778,android,qr_code,0,0,,cust109778
txn10000118,sandra4573@upi,cust106038,43:09.5,220.11,send,,user7792@upi,success,dev106038,feature_phone,intent,0,0,,cust106038
txn10000119,brett8280@upi,cust103353,07:44.0,105.34,merchant_payment,merch1360,user4066@upi,success,dev103353,feature_phone,intent,0,0,,cust103353
txn10000120,katie6669@upi,cust106435,04:00.3,29.41,send,,user7840@upi,success,dev106435,tablet,intent,0,0,,cust106435
txn10000121,michael3482@upi,cust105719,46:22.8,110.84,receive,,user8207@upi,success,dev105719,tablet,app,0,0,,cust105719
txn10000122,mrs.7319@upi,cust109893,01:54.0,76.52,receive,,user3048@upi,success,dev109893,feature_phone,intent,0,0,,cust109893
txn10000123,allison1309@upi,cust105366,42:06.4,62.07,receive,,user8270@upi,success,dev105366,feature_phone,intent,0,0,,cust105366
txn10000124,lori2738@upi,cust107903,13:47.3,56.99,send,,user4923@upi,success,dev107903,tablet,intent,0,0,,cust107903
txn10000125,alexander3068@upi,cust109481,28:39.5,34.12,merchant_payment,merch1472,user6662@upi,success,dev109481,feature_phone,app,0,0,,cust109481
txn10000126,danielle1513@upi,cust107673,54:36.2,22.24,send,,user7443@upi,success,dev107673,ios,intent,0,0,,cust107673
txn10000127,carol3654@upi,cust109909,59:53.8,23.36,receive,,user2028@upi,success,dev109909,ios,qr_code,0,0,,cust109909
txn10000128,justin9579@upi,cust102216,59:13.6,66.99,send,,user5417@upi,failed,dev102216,tablet,intent,0,0,network_error,cust102216
txn10000129,michael9805@upi,cust103501,03:20.3,17.59,receive,,user4310@upi,success,dev103501,ios,app,0,0,,cust103501
txn10000130,marcus5197@upi,cust107161,30:55.7,14.36,merchant_payment,merch1234,user3718@upi,success,dev107161,ios,qr_code,0,0,,cust107161
txn10000131,ariana2960@upi,cust101670,55:15.7,140.83,receive,,user2911@upi,success,dev101670,tablet,qr_code,0,0,,cust101670
txn10000132,michelle6814@upi,cust103946,52:46.9,35.13,send,,user8014@upi,success,dev103946,tablet,intent,0,0,,cust103946
txn10000133,catherine4208@upi,cust106914,47:30.9,40.4,receive,,user4857@upi,success,dev106914,ios,app,0,0,,cust106914
txn10000134,antonio2976@upi,cust104874,31:51.3,104.94,receive,,user9073@upi,success,dev104874,tablet,app,0,0,,cust104874
txn10000135,heidi3177@upi,cust107424,14:59.3,71.31,send,,user3278@upi,success,dev107424,tablet,intent,0,0,,cust107424
txn10000136,jonathan9878@upi,cust108539,11:29.1,18.99,receive,,user7615@upi,success,dev108539,tablet,intent,0,0,,cust108539
txn10000137,michelle1780@upi,cust107922,37:12.0,11.54,merchant_payment,merch1078,user7380@upi,success,dev107922,tablet,app,0,0,,cust107922
txn10000138,michael4058@upi,cust100035,28:39.0,21.27,receive,,user7805@upi,success,dev200282,android,intent,0,0,,cust100035
txn10000139,laura6683@upi,cust109111,11:49.3,47.7,receive,,user5940@upi,success,dev109111,ios,intent,0,0,,cust109111
txn10000140,james6884@upi,cust109906,19:06.1,17.06,send,,user6144@upi,success,dev109906,ios,intent,0,0,,cust109906
txn10000141,jill7139@upi,cust100784,35:14.9,37.32,receive,,user4012@upi,failed,dev201006,feature_phone,app,0,1,bank_down,cust100784
txn10000142,brooke3337@upi,cust106390,26:14.2,18.95,send,,user8190@upi,success,dev106390,ios,app,0,0,,cust106390
txn10000143,bryan7921@upi,cust106596,03:58.9,12.23,receive,,user7268@upi,success,dev106596,android,app,0,0,,cust106596
txn10000144,crystal7851@upi,cust100317,29:38.2,57.58,send,,user5740@upi,success,dev100317,feature_phone,app,0,0,,cust100317
txn10000145,james1517@upi,cust102834,32:40.3,42.57,send,,user3632@upi,success,dev102834,android,app,0,0,,cust102834
txn10000146,tiffany7103@upi,cust104313,29:34.8,23.56,send,,user9228@upi,success,dev104313,ios,intent,0,0,,cust104313
txn10000147,veronica6904@upi,cust104611,39:35.1,16.8,send,,user5696@upi,success,dev104611,feature_phone,app,0,0,,cust104611
txn10000148,kelsey4021@upi,cust100835,42:08.4,16.29,send,,user4858@upi,success,dev100835,ios,app,0,0,,cust100835
txn10000149,steven1098@upi,cust105519,52:28.2,26.15,merchant_payment,merch1475,user7421@upi,success,dev105519,feature_phone,intent,0,0,,cust105519
txn10000150,laura1209@upi,cust106467,08:38.2,114.97,merchant_payment,merch1247,user4814@upi,success,dev106467,tablet,intent,0,0,,cust106467
txn10000151,richard7591@upi,cust109155,58:07.3,63.43,merchant_payment,merch1217,user6702@upi,success,dev109155,ios,app,0,0,,cust109155
txn10000152,dan9271@upi,cust102752,30:16.8,27.29,receive,,user4507@upi,success,dev102752,ios,intent,0,0,,cust102752
txn10000153,david9678@upi,cust103398,16:03.4,97.62,send,,user2035@upi,pending,dev103398,ios,intent,0,0,,cust103398
txn10000154,marissa4444@upi,cust101803,07:37.2,20.8,receive,,user1677@upi,success,dev101803,ios,intent,0,0,,cust101803
txn10000155,cole1136@upi,cust108438,28:53.5,21.83,merchant_payment,merch1430,user4513@upi,success,dev108438,tablet,qr_code,0,0,,cust108438
txn10000156,leah9216@upi,cust107778,39:33.3,51.83,merchant_payment,merch1239,user1829@upi,success,dev107778,ios,qr_code,0,0,,cust107778
txn10000157,robert5746@upi,cust102085,39:45.9,57.77,merchant_payment,merch1177,user8092@upi,success,dev102085,ios,intent,0,0,,cust102085
txn10000158,gabriel7399@upi,cust109289,28:34.4,16.2,receive,,user1619@upi,success,dev109289,tablet,app,0,0,,cust109289
txn10000159,juan8204@upi,cust106102,00:37.1,43.56,bill_pay,merch1298,user7217@upi,success,dev201387,tablet,intent,0,0,,cust106102
txn10000160,gregory6672@upi,cust104643,49:35.8,12.62,receive,,user4561@upi,success,dev104643,tablet,intent,0,0,,cust104643
txn10000161,billy2572@upi,cust105330,19:49.3,27.18,receive,,user1610@upi,success,dev105330,tablet,intent,0,0,,cust105330
txn10000162,john1182@upi,cust108812,42:00.2,17.98,send,,user3699@upi,success,dev108812,android,intent,0,0,,cust108812
txn10000163,jessica3050@upi,cust105639,51:21.8,27.03,send,,user8430@upi,success,dev105639,tablet,intent,0,0,,cust105639
txn10000164,cynthia8802@upi,cust108544,55:58.6,21.25,send,,user9477@upi,success,dev108544,feature_phone,intent,0,0,,cust108544
txn10000165,christina6919@upi,cust103975,01:18.5,19.59,send,,user6178@upi,success,dev103975,feature_phone,intent,0,0,,cust103975
txn10000166,jordan1856@upi,cust100326,26:27.8,46.48,receive,,user1977@upi,success,dev100326,android,intent,0,0,,cust100326
txn10000167,ronald6996@upi,cust104393,59:21.2,49.16,send,,user1972@upi,failed,dev104393,feature_phone,qr_code,0,0,incorrect_pin,cust104393
txn10000168,jessica2495@upi,cust104827,34:21.7,31.93,send,,user8257@upi,success,dev201366,android,app,0,0,,cust104827
txn10000169,craig8784@upi,cust104840,15:13.5,11.51,bill_pay,merch1215,user9258@upi,success,dev104840,android,app,0,0,,cust104840
txn10000170,angela7298@upi,cust103264,59:13.4,9.86,receive,,user5954@upi,failed,dev103264,android,qr_code,0,0,account_blocked,cust103264
txn10000171,tiffany8591@upi,cust102006,46:16.8,30.83,send,,user9355@upi,success,dev102006,tablet,qr_code,0,0,,cust102006
txn10000172,emily7655@upi,cust109862,37:56.2,24.98,send,,user4374@upi,success,dev109862,android,intent,0,0,,cust109862
txn10000173,thomas7481@upi,cust109907,05:19.2,25.35,merchant_payment,merch1036,user9377@upi,success,dev109907,tablet,intent,0,0,,cust109907
txn10000174,diana5682@upi,cust108842,39:29.9,14.18,receive,,user7194@upi,success,dev108842,feature_phone,qr_code,0,0,,cust108842
txn10000175,terry9034@upi,cust104666,14:28.2,18.74,merchant_payment,merch1387,user6984@upi,failed,dev201232,tablet,app,0,0,account_blocked,cust104666
txn10000176,brianna1236@upi,cust102692,31:15.5,56.78,send,,user6293@upi,success,dev102692,android,qr_code,0,0,,cust102692
txn10000177,melissa4866@upi,cust106150,27:19.5,98.26,receive,,user7796@upi,success,dev106150,feature_phone,qr_code,0,0,,cust106150
txn10000178,stacy9550@upi,cust101555,27:05.6,14.91,bill_pay,merch1073,user4496@upi,failed,dev101555,tablet,app,0,0,bank_down,cust101555
txn10000179,joseph8183@upi,cust103281,54:12.0,70.37,merchant_payment,merch1312,user5730@upi,success,dev200174,android,qr_code,0,0,,cust103281
txn10000180,renee8077@upi,cust105842,03:53.3,40.69,send,,user9896@upi,success,dev105842,feature_phone,app,0,0,,cust105842
txn10000181,deanna1779@upi,cust104283,15:17.0,26.03,receive,,user7305@upi,success,dev104283,tablet,app,0,0,,cust104283
txn10000182,jordan7096@upi,cust106636,25:35.1,21.45,receive,,user5956@upi,success,dev106636,ios,app,0,0,,cust106636
txn10000183,daniel5663@upi,cust102869,49:49.4,41.97,send,,user4245@upi,success,dev102869,tablet,app,0,0,,cust102869
txn10000184,paige4090@upi,cust106744,37:03.2,38.57,receive,,user1014@upi,success,dev106744,tablet,app,0,0,,cust106744
txn10000185,tim5516@upi,cust104936,55:41.8,38.35,receive,,user4381@upi,success,dev104936,ios,intent,0,0,,cust104936
txn10000186,nathaniel9479@upi,cust101046,30:46.9,71.89,merchant_payment,merch1141,user3202@upi,success,dev101046,tablet,app,0,0,,cust101046
txn10000187,angela7263@upi,cust107899,25:03.4,24.54,receive,,user8167@upi,success,dev107899,android,intent,0,0,,cust107899
txn10000188,michael3465@upi,cust104312,44:28.1,28.94,receive,,user8236@upi,success,dev104312,feature_phone,intent,0,0,,cust104312
txn10000189,alicia1174@upi,cust100092,09:36.5,9.97,receive,,user4483@upi,success,dev100092,tablet,app,0,0,,cust100092
txn10000190,diana3545@upi,cust104885,51:56.2,23.12,receive,,user1880@upi,success,dev104885,feature_phone,qr_code,0,0,,cust104885
txn10000191,john6842@upi,cust100196,34:36.2,38.39,send,,user5964@upi,success,dev100196,tablet,qr_code,0,0,,cust100196
txn10000192,parker2551@upi,cust104318,53:26.6,20.93,send,,user7499@upi,success,dev104318,feature_phone,app,0,0,,cust104318
txn10000193,michael1667@upi,cust102194,49:09.7,4.76,receive,,user4939@upi,success,dev102194,ios,qr_code,0,0,,cust102194
txn10000194,maria9785@upi,cust105082,53:28.5,116.81,merchant_payment,merch1083,user3297@upi,success,dev105082,tablet,qr_code,0,0,,cust105082
txn10000195,richard2841@upi,cust100412,51:05.0,39.38,merchant_payment,merch1258,user6992@upi,success,dev100412,android,app,0,0,,cust100412
txn10000196,cindy9803@upi,cust107888,34:46.9,38.73,merchant_payment,merch1274,user5600@upi,success,dev107888,tablet,app,0,0,,cust107888
txn10000197,charles2545@upi,cust108219,13:21.5,87.66,send,,user2142@upi,success,dev108219,ios,qr_code,0,0,,cust108219
txn10000198,lisa5386@upi,cust105965,16:05.1,31.42,merchant_payment,merch1472,user1629@upi,success,dev105965,android,app,0,0,,cust105965
txn10000199,dr.6131@upi,cust107484,18:11.1,29.48,send,,user1419@upi,success,dev107484,tablet,app,0,0,,cust107484
txn10000200,julie8345@upi,cust105575,11:10.8,27.61,receive,,user9968@upi,success,dev105575,ios,intent,0,0,,cust105575
txn10000201,susan8455@upi,cust103710,06:03.9,25.3,send,,user2618@upi,success,dev103710,tablet,app,0,0,,cust103710
txn10000202,margaret7370@upi,cust103413,47:43.2,50.68,send,,user9996@upi,success,dev103413,tablet,qr_code,0,0,,cust103413
txn10000203,carla1462@upi,cust101333,57:19.4,30.62,receive,,user2326@upi,success,dev101333,feature_phone,qr_code,0,0,,cust101333
txn10000204,joshua9473@upi,cust107706,33:16.3,17.45,merchant_payment,merch1486,user1934@upi,success,dev107706,tablet,app,0,0,,cust107706
txn10000205,justin6627@upi,cust103650,23:07.7,43.22,merchant_payment,merch1425,user6723@upi,success,dev103650,ios,app,0,0,,cust103650
